Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Country,City,State,Region
9/22/2024,Smartwatch,Electronics,West,4,1932,301.16,United States,Gladstone,Missouri,Central
9/5/2022,Smartphone,Electronics,North,7,6020,384.74,United States,Detroit,Michigan,Central
5/2/2024,Headphones,Accessories,East,5,1775,234.67,United States,Lakeland,Florida,South
3/9/2023,Smartwatch,Electronics,West,3,1488,382.09,United States,Lakeland,Florida,South
9/21/2024,Keyboard,Accessories,East,6,6720,1113.56,United States,Los Angeles,California,West
4/6/2022,Mouse,Accessories,East,7,5047,1356.23,United States,Los Angeles,California,West
3/7/2022,Tablet,Electronics,East,5,3735,957.13,United States,Henderson,Kentucky,South
2/26/2024,Keyboard,Accessories,East,5,1250,120.74,United States,Fort Worth,Texas,Central
1/11/2022,Tablet,Electronics,North,7,2751,548.05,United States,San Francisco,California,West
7/14/2023,Laptop,Electronics,East,9,468,58.98,United States,Jacksonville,Florida,South
7/6/2023,Printer,Office,North,4,632,114.82,United States,Los Angeles,California,West
9/15/2022,Keyboard,Accessories,South,7,798,219.2,United States,San Francisco,California,West
1/28/2022,Smartwatch,Electronics,South,5,1295,104.26,United States,Tampa,Florida,South
12/10/2024,Camera,Electronics,West,4,3360,540.38,United States,Seattle,Washington,West
6/11/2023,Camera,Electronics,North,5,995,206.95,United States,Chicago,Illinois,Central
12/20/2024,Smartwatch,Electronics,East,5,550,28.72,United States,Richmond,Kentucky,South
2/27/2023,Monitor,Accessories,West,8,5384,724.8,United States,San Diego,California,West
11/19/2023,Printer,Office,East,3,3534,489.06,United States,Tampa,Florida,South
2/20/2024,Smartphone,Electronics,West,9,6813,890.05,United States,New York City,New York,East
11/27/2023,Smartwatch,Electronics,East,6,5508,1632.37,United States,New York City,New York,East
1/27/2022,Headphones,Accessories,East,1,966,202.53,United States,New York City,New York,East
7/4/2024,Mouse,Accessories,South,4,460,92.24,United States,Dearborn,Michigan,Central
6/26/2023,Smartphone,Electronics,North,6,7026,459.4,United States,New York City,New York,East
5/24/2024,Smartphone,Electronics,South,5,910,116.47,United States,Warner Robins,Georgia,South
8/22/2022,Monitor,Accessories,West,9,5796,1729.18,United States,Vallejo,California,West
9/28/2022,Monitor,Accessories,North,3,1050,292.64,United States,Minneapolis,Minnesota,Central
5/28/2024,Mouse,Accessories,West,1,1043,151.13,United States,Vancouver,Washington,West
10/8/2022,Printer,Office,South,3,3330,503.85,United States,Aurora,Illinois,Central
1/19/2022,Mouse,Accessories,East,8,1896,448.53,United States,Arlington,Texas,Central
4/29/2023,Camera,Electronics,West,5,5170,1248.66,United States,Cleveland,Ohio,East
4/24/2023,Printer,Office,North,2,466,25.04,United States,Chicago,Illinois,Central
6/15/2023,Mouse,Accessories,North,8,6032,1636.61,United States,Chicago,Illinois,Central
3/22/2023,Camera,Electronics,South,1,1084,103.06,United States,Tyler,Texas,Central
9/20/2023,Keyboard,Accessories,North,2,490,45.34,United States,New York City,New York,East
6/30/2022,Monitor,Accessories,North,6,558,57.01,United States,Waynesboro,Virginia,South
2/18/2024,Monitor,Accessories,East,4,4024,787.06,United States,Cleveland,Ohio,East
2/2/2023,Mouse,Accessories,East,4,1560,461.15,United States,Seattle,Washington,West
3/8/2024,Laptop,Electronics,North,1,126,26.62,United States,Long Beach,California,West
10/8/2023,Mouse,Accessories,South,7,4921,827.87,United States,New York City,New York,East
10/10/2023,Headphones,Accessories,West,5,2665,532.76,United States,Dover,Delaware,East
4/5/2023,Headphones,Accessories,South,4,200,58.42,United States,Newark,Ohio,East
8/1/2024,Smartwatch,Electronics,East,2,186,32.48,United States,Orem,Utah,West
10/12/2024,Monitor,Accessories,South,8,5456,898.06,United States,Detroit,Michigan,Central
7/29/2022,Smartwatch,Electronics,West,9,3321,540.67,United States,Philadelphia,Pennsylvania,East
2/13/2024,Headphones,Accessories,North,7,3766,914.49,United States,Oceanside,New York,East
5/7/2022,Keyboard,Accessories,West,6,3150,498.63,United States,Oceanside,New York,East
5/19/2022,Laptop,Electronics,East,2,646,110.13,United States,Seattle,Washington,West
8/12/2022,Smartphone,Electronics,South,5,2665,369.73,United States,San Diego,California,West
10/13/2023,Smartwatch,Electronics,North,9,1467,384.22,United States,Trenton,Michigan,Central
7/5/2024,Tablet,Electronics,North,7,4620,990.79,United States,Los Angeles,California,West
3/17/2023,Tablet,Electronics,West,8,1184,148.69,United States,Jacksonville,Florida,South
11/1/2023,Camera,Electronics,East,1,113,20.07,United States,Saint Petersburg,Florida,South
10/2/2024,Printer,Office,East,8,3336,492.76,United States,Arlington,Virginia,South
4/9/2023,Smartphone,Electronics,South,4,4224,477.33,United States,Des Moines,Iowa,Central
7/9/2022,Headphones,Accessories,North,3,1098,144.24,United States,San Francisco,California,West
3/10/2024,Camera,Electronics,South,8,4400,351.82,United States,Columbus,Ohio,East
5/8/2022,Printer,Office,North,8,5616,723.42,United States,Lancaster,California,West
3/2/2024,Printer,Office,North,7,4676,520.38,United States,Richmond,Virginia,South
7/19/2022,Smartwatch,Electronics,North,2,2370,641.23,United States,Lake Elsinore,California,West
1/24/2023,Mouse,Accessories,West,7,4487,688.76,United States,San Diego,California,West
10/1/2024,Camera,Electronics,North,6,6384,1754.15,United States,San Francisco,California,West
3/30/2023,Keyboard,Accessories,South,8,2960,878.11,United States,Omaha,Nebraska,Central
3/24/2022,Smartwatch,Electronics,East,1,897,250.78,United States,Edmonds,Washington,West
3/25/2023,Smartphone,Electronics,East,2,1178,120.51,United States,Santa Ana,California,West
1/20/2023,Smartwatch,Electronics,East,2,1026,64.51,United States,Philadelphia,Pennsylvania,East
5/22/2022,Printer,Office,South,1,1148,89.04,United States,Florence,Kentucky,South
2/15/2023,Printer,Office,West,7,3185,765.41,United States,New York City,New York,East
3/3/2022,Smartphone,Electronics,East,7,5180,463.35,United States,Louisville,Kentucky,South
11/2/2022,Headphones,Accessories,South,5,2025,295.13,United States,Lorain,Ohio,East
12/24/2024,Tablet,Electronics,North,9,1359,187.72,United States,New York City,New York,East
3/30/2023,Camera,Electronics,South,4,1836,462.52,United States,Springfield,Virginia,South
12/3/2022,Tablet,Electronics,West,2,702,112.04,United States,Concord,New Hampshire,East
12/7/2024,Smartphone,Electronics,West,8,6576,1337.38,United States,New York City,New York,East
3/7/2024,Smartwatch,Electronics,West,2,1428,398.24,United States,Detroit,Michigan,Central
1/8/2023,Camera,Electronics,North,7,6853,1259.03,United States,Rochester,New York,East
5/16/2022,Camera,Electronics,West,2,1492,276.56,United States,New York City,New York,East
4/29/2024,Printer,Office,North,6,1938,146.73,United States,Norwich,Connecticut,East
1/8/2023,Camera,Electronics,South,5,905,70.91,United States,Milwaukee,Wisconsin,Central
2/25/2022,Printer,Office,North,3,2571,510.01,United States,San Antonio,Texas,Central
4/8/2024,Tablet,Electronics,West,4,1500,127.81,United States,San Antonio,Texas,Central
3/17/2023,Smartwatch,Electronics,South,9,8712,1034.27,United States,Torrance,California,West
7/23/2024,Monitor,Accessories,East,4,1308,368.28,United States,Mesa,Arizona,West
3/6/2024,Smartphone,Electronics,South,4,2648,707.32,United States,Philadelphia,Pennsylvania,East
3/18/2022,Camera,Electronics,South,9,9810,1666.96,United States,Philadelphia,Pennsylvania,East
5/3/2024,Headphones,Accessories,North,3,3291,274.1,United States,Philadelphia,Pennsylvania,East
9/22/2022,Smartwatch,Electronics,North,1,758,96.44,United States,Philadelphia,Pennsylvania,East
9/29/2022,Keyboard,Accessories,East,7,2436,715.14,United States,Round Rock,Texas,Central
6/1/2024,Smartwatch,Electronics,North,7,560,163.16,United States,Oceanside,California,West
10/20/2022,Smartphone,Electronics,West,8,4240,519.72,United States,San Francisco,California,West
9/5/2024,Monitor,Accessories,East,8,5416,403.52,United States,Philadelphia,Pennsylvania,East
7/16/2023,Smartphone,Electronics,East,8,1728,477.7,United States,New York City,New York,East
7/15/2023,Keyboard,Accessories,West,9,6309,801.15,United States,Louisville,Colorado,West
8/8/2023,Keyboard,Accessories,North,8,3400,758.57,United States,Auburn,New York,East
4/29/2022,Laptop,Electronics,East,1,403,72.45,United States,Jacksonville,Florida,South
12/17/2022,Keyboard,Accessories,South,4,2108,375.62,United States,Henderson,Kentucky,South
9/30/2022,Headphones,Accessories,West,2,1090,296.12,United States,Henderson,Kentucky,South
11/6/2022,Keyboard,Accessories,North,7,1274,317.92,United States,New York City,New York,East
4/11/2024,Mouse,Accessories,South,3,1056,70.54,United States,San Diego,California,West
6/1/2023,Mouse,Accessories,North,9,5247,921.09,United States,Olympia,Washington,West
11/6/2023,Mouse,Accessories,West,7,6006,1595.22,United States,Seattle,Washington,West
1/18/2024,Monitor,Accessories,West,5,5415,1261.65,United States,New York City,New York,East
2/24/2022,Smartphone,Electronics,West,1,632,81.54,United States,New York City,New York,East
1/31/2024,Printer,Office,West,8,6160,947.96,United States,Washington,District of Columbia,East
5/26/2023,Printer,Office,South,1,857,172.91,United States,Hackensack,New Jersey,East
1/28/2023,Tablet,Electronics,East,1,169,22.99,United States,Hackensack,New Jersey,East
10/1/2023,Tablet,Electronics,West,7,1463,175.13,United States,Jefferson City,Missouri,Central
12/18/2022,Camera,Electronics,East,8,7528,1283.07,United States,Saint Peters,Missouri,Central
12/24/2022,Smartwatch,Electronics,West,2,1158,227.61,United States,New York City,New York,East
6/17/2022,Monitor,Accessories,West,4,200,20.25,United States,Rockford,Illinois,Central
1/1/2023,Smartphone,Electronics,West,2,1514,180.67,United States,Miami,Florida,South
7/7/2024,Smartwatch,Electronics,South,7,2632,738.93,United States,Philadelphia,Pennsylvania,East
7/31/2022,Keyboard,Accessories,North,1,358,77.84,United States,Philadelphia,Pennsylvania,East
6/4/2023,Camera,Electronics,East,8,2360,653.3,United States,New York City,New York,East
8/29/2023,Keyboard,Accessories,South,5,5275,594.29,United States,Houston,Texas,Central
4/6/2023,Monitor,Accessories,East,9,1719,251.85,United States,San Francisco,California,West
2/4/2023,Smartphone,Electronics,West,6,1956,434.03,United States,Detroit,Michigan,Central
8/27/2022,Keyboard,Accessories,West,3,1875,152.07,United States,Yonkers,New York,East
6/13/2022,Monitor,Accessories,South,4,984,157.72,United States,Monroe,North Carolina,South
8/20/2023,Camera,Electronics,South,4,3616,789.63,United States,Los Angeles,California,West
10/18/2024,Tablet,Electronics,West,5,4560,1180.8,United States,San Francisco,California,West
9/14/2024,Smartphone,Electronics,West,8,7496,2019.32,United States,Houston,Texas,Central
8/17/2022,Camera,Electronics,North,5,5070,889.97,United States,Encinitas,California,West
4/21/2022,Smartwatch,Electronics,North,5,4505,1351.28,United States,Jonesboro,Arkansas,South
1/13/2022,Tablet,Electronics,South,2,1916,503.83,United States,Jonesboro,Arkansas,South
8/28/2024,Camera,Electronics,West,7,8113,1103.57,United States,Springfield,Virginia,South
8/13/2022,Laptop,Electronics,North,9,1809,392.44,United States,Los Angeles,California,West
9/1/2023,Laptop,Electronics,South,3,1227,229.75,United States,Cuyahoga Falls,Ohio,East
7/20/2023,Laptop,Electronics,South,6,2040,124.65,United States,Harrisonburg,Virginia,South
12/22/2022,Tablet,Electronics,West,6,6324,629.2,United States,Harrisonburg,Virginia,South
3/25/2023,Printer,Office,North,3,2724,521.24,United States,Los Angeles,California,West
5/14/2023,Laptop,Electronics,South,1,1188,110.32,United States,New York City,New York,East
1/23/2024,Keyboard,Accessories,East,8,8776,1561.07,United States,Rockville,Maryland,East
3/25/2023,Laptop,Electronics,South,9,5553,1432.76,United States,Los Angeles,California,West
8/27/2022,Smartphone,Electronics,South,2,970,262.19,United States,Coral Springs,Florida,South
7/15/2022,Keyboard,Accessories,South,5,940,56.7,United States,Coral Springs,Florida,South
7/8/2024,Printer,Office,East,1,1175,171.51,United States,Houston,Texas,Central
11/7/2022,Laptop,Electronics,East,9,4860,1425.54,United States,Denver,Colorado,West
10/18/2022,Headphones,Accessories,North,1,987,207.69,United States,Denver,Colorado,West
5/17/2024,Camera,Electronics,East,7,2968,485.13,United States,New York City,New York,East
3/9/2022,Mouse,Accessories,East,3,2172,364.77,United States,Philadelphia,Pennsylvania,East
1/1/2022,Headphones,Accessories,South,7,3941,628.96,United States,Philadelphia,Pennsylvania,East
6/22/2022,Headphones,Accessories,North,7,2261,566.36,United States,New York City,New York,East
7/15/2022,Smartwatch,Electronics,West,9,8802,2519.93,United States,Los Angeles,California,West
3/15/2023,Printer,Office,South,5,3025,172.43,United States,Boynton Beach,Florida,South
1/16/2022,Printer,Office,North,4,4428,600.55,United States,Boynton Beach,Florida,South
10/28/2024,Mouse,Accessories,West,9,7344,1417.84,United States,Boynton Beach,Florida,South
8/23/2024,Keyboard,Accessories,East,4,2236,167.78,United States,Seattle,Washington,West
11/24/2024,Smartphone,Electronics,South,8,536,57.08,United States,Fresno,California,West
10/20/2024,Monitor,Accessories,North,5,1980,249.22,United States,Fresno,California,West
1/26/2022,Printer,Office,East,6,2100,202.86,United States,Fresno,California,West
4/16/2023,Smartwatch,Electronics,West,3,1497,122.76,United States,New York City,New York,East
7/18/2024,Laptop,Electronics,North,6,4200,1013.7,United States,Chester,Pennsylvania,East
11/21/2022,Headphones,Accessories,South,2,1242,191.82,United States,Chester,Pennsylvania,East
11/29/2022,Smartwatch,Electronics,South,5,1570,312.81,United States,La Porte,Indiana,Central
7/1/2023,Monitor,Accessories,East,4,428,86.62,United States,Los Angeles,California,West
2/2/2023,Printer,Office,South,1,914,270.74,United States,Louisville,Colorado,West
12/13/2024,Tablet,Electronics,North,3,465,98.93,United States,Fort Worth,Texas,Central
8/27/2022,Smartwatch,Electronics,North,2,1062,83.49,United States,New York City,New York,East
5/26/2022,Camera,Electronics,South,8,8720,1984.11,United States,Springfield,Virginia,South
2/4/2024,Mouse,Accessories,South,6,1308,343.61,United States,Springfield,Virginia,South
12/12/2024,Headphones,Accessories,South,9,8514,1291.97,United States,Arlington,Virginia,South
2/7/2023,Tablet,Electronics,North,2,1212,151.07,United States,Columbus,Georgia,South
4/24/2023,Headphones,Accessories,West,4,2576,503.57,United States,Pasadena,California,West
9/26/2023,Keyboard,Accessories,East,8,4800,606.19,United States,Columbus,Ohio,East
10/2/2022,Smartwatch,Electronics,East,5,1440,274.54,United States,Los Angeles,California,West
9/12/2022,Smartwatch,Electronics,North,9,10251,737.45,United States,Philadelphia,Pennsylvania,East
1/18/2023,Smartphone,Electronics,North,7,3038,570.98,United States,San Francisco,California,West
11/24/2022,Monitor,Accessories,West,9,6993,1945.56,United States,Los Angeles,California,West
3/7/2024,Monitor,Accessories,East,4,1632,247.88,United States,New York City,New York,East
10/7/2024,Keyboard,Accessories,East,9,5706,1704.8,United States,Evanston,Illinois,Central
8/29/2022,Camera,Electronics,North,9,9657,1187.22,United States,San Francisco,California,West
1/31/2022,Smartwatch,Electronics,East,5,4405,450.83,United States,Fort Worth,Texas,Central
12/14/2023,Keyboard,Accessories,East,4,1720,360.78,United States,Los Angeles,California,West
8/13/2023,Camera,Electronics,South,7,4557,234.62,United States,Tucson,Arizona,West
12/12/2024,Headphones,Accessories,West,7,2380,431.43,United States,Pico Rivera,California,West
2/11/2022,Headphones,Accessories,North,8,456,74.99,United States,Colorado Springs,Colorado,West
11/16/2023,Camera,Electronics,East,6,6534,355.03,United States,Provo,Utah,West
3/4/2022,Smartphone,Electronics,North,6,3456,307.46,United States,Aurora,Illinois,Central
6/29/2022,Keyboard,Accessories,West,9,8163,2352.46,United States,Smyrna,Georgia,South
8/28/2023,Headphones,Accessories,North,6,4656,601.71,United States,Smyrna,Georgia,South
9/16/2022,Smartphone,Electronics,West,2,966,241.54,United States,Aurora,Illinois,Central
12/2/2022,Mouse,Accessories,East,4,2580,669.67,United States,Aurora,Illinois,Central
10/2/2022,Camera,Electronics,South,9,8127,1906.5,United States,Columbus,Ohio,East
5/19/2022,Smartwatch,Electronics,South,4,2128,614.05,United States,Philadelphia,Pennsylvania,East
6/5/2022,Smartphone,Electronics,South,9,6417,1100.52,United States,New York City,New York,East
6/11/2022,Keyboard,Accessories,East,7,3997,494.78,United States,Phoenix,Arizona,West
3/14/2023,Laptop,Electronics,West,1,879,149.52,United States,New York City,New York,East
11/17/2023,Laptop,Electronics,North,3,2415,538.39,United States,New York City,New York,East
9/27/2024,Camera,Electronics,West,4,1064,314.84,United States,Costa Mesa,California,West
2/17/2022,Mouse,Accessories,South,4,1156,326.92,United States,Houston,Texas,Central
5/12/2022,Smartphone,Electronics,North,1,1184,218.27,United States,Florence,Alabama,South
2/5/2022,Keyboard,Accessories,South,3,1950,211.16,United States,Amarillo,Texas,Central
8/29/2022,Laptop,Electronics,South,4,1088,295.09,United States,Chicago,Illinois,Central
12/4/2023,Printer,Office,South,6,4380,522.3,United States,Columbus,Georgia,South
4/20/2024,Camera,Electronics,South,1,998,196.17,United States,Middletown,Connecticut,East
5/25/2024,Smartphone,Electronics,East,6,5766,675.17,United States,Vineland,New Jersey,East
10/9/2024,Tablet,Electronics,West,6,3120,274.65,United States,Pasadena,Texas,Central
3/7/2022,Printer,Office,East,7,637,68.11,United States,Glendale,Arizona,West
10/26/2023,Laptop,Electronics,West,6,3306,697.74,United States,Detroit,Michigan,Central
5/31/2022,Monitor,Accessories,South,6,7020,726.72,United States,Houston,Texas,Central
9/16/2022,Camera,Electronics,South,7,5971,502.14,United States,Los Angeles,California,West
11/22/2023,Laptop,Electronics,North,2,750,77.68,United States,New York City,New York,East
4/26/2024,Tablet,Electronics,North,3,2379,523,United States,Vancouver,Washington,West
8/21/2022,Camera,Electronics,North,1,699,108.94,United States,Los Angeles,California,West
1/16/2023,Camera,Electronics,West,9,6876,1895.24,United States,Los Angeles,California,West
2/2/2022,Monitor,Accessories,North,8,1800,494.02,United States,Los Angeles,California,West
7/11/2024,Tablet,Electronics,South,5,1255,236.25,United States,Philadelphia,Pennsylvania,East
6/4/2022,Smartwatch,Electronics,East,9,1998,343.58,United States,North Las Vegas,Nevada,West
11/26/2022,Headphones,Accessories,East,1,307,80.19,United States,Tucson,Arizona,West
6/25/2024,Printer,Office,West,1,235,54.87,United States,Allentown,Pennsylvania,East
11/1/2023,Monitor,Accessories,South,6,1506,407.73,United States,Laguna Niguel,California,West
10/26/2024,Tablet,Electronics,North,8,2464,216.51,United States,Everett,Massachusetts,East
5/12/2023,Smartwatch,Electronics,South,2,322,42.03,United States,Columbus,Ohio,East
3/4/2023,Printer,Office,West,4,1100,100.02,United States,Watertown,New York,East
3/8/2022,Keyboard,Accessories,South,4,2188,265.54,United States,Seattle,Washington,West
12/22/2023,Printer,Office,West,9,2934,473.34,United States,New York City,New York,East
11/4/2022,Headphones,Accessories,South,8,9224,514.06,United States,Los Angeles,California,West
12/15/2022,Monitor,Accessories,East,4,2436,142.81,United States,Los Angeles,California,West
9/23/2022,Smartwatch,Electronics,West,4,972,97.55,United States,El Paso,Texas,Central
10/3/2024,Laptop,Electronics,South,6,5484,540.4,United States,New York City,New York,East
10/17/2024,Camera,Electronics,West,8,3152,337.36,United States,New York City,New York,East
3/22/2024,Keyboard,Accessories,East,8,6032,870.17,United States,New York City,New York,East
4/10/2023,Camera,Electronics,West,7,6384,1324.49,United States,Peoria,Illinois,Central
7/10/2023,Printer,Office,East,5,3705,707.08,United States,Columbus,Ohio,East
11/4/2022,Smartwatch,Electronics,South,6,5580,394.03,United States,New York City,New York,East
4/16/2022,Camera,Electronics,East,2,1236,120.74,United States,Carrollton,Texas,Central
4/2/2023,Camera,Electronics,North,8,7040,1969.93,United States,Dover,Delaware,East
6/11/2024,Camera,Electronics,East,9,909,138.04,United States,Los Angeles,California,West
12/26/2024,Mouse,Accessories,South,1,106,7.24,United States,Kent,Washington,West
11/12/2024,Smartwatch,Electronics,South,1,281,67.85,United States,Lafayette,Louisiana,South
9/25/2022,Camera,Electronics,East,6,6768,1851.01,United States,Cleveland,Ohio,East
3/7/2023,Laptop,Electronics,West,6,4302,276.35,United States,Washington,District of Columbia,East
11/19/2022,Smartphone,Electronics,North,9,7146,2125.44,United States,Milwaukee,Wisconsin,Central
2/16/2023,Smartphone,Electronics,South,3,582,48.08,United States,New York City,New York,East
8/1/2024,Headphones,Accessories,North,6,576,162.75,United States,Houston,Texas,Central
9/24/2023,Keyboard,Accessories,South,5,4265,796.12,United States,Philadelphia,Pennsylvania,East
6/24/2023,Smartwatch,Electronics,East,8,5368,333.53,United States,San Francisco,California,West
12/4/2023,Headphones,Accessories,South,1,314,66.23,United States,Philadelphia,Pennsylvania,East
12/24/2024,Tablet,Electronics,West,6,2676,646.7,United States,Philadelphia,Pennsylvania,East
2/13/2022,Laptop,Electronics,North,4,3384,947.52,United States,Columbus,Ohio,East
7/20/2023,Mouse,Accessories,West,6,3186,794.94,United States,Seattle,Washington,West
12/20/2024,Smartwatch,Electronics,South,4,1832,528.69,United States,New York City,New York,East
11/2/2024,Printer,Office,South,8,4784,769.91,United States,San Francisco,California,West
2/16/2024,Tablet,Electronics,West,1,381,63.18,United States,Chicago,Illinois,Central
11/29/2022,Smartphone,Electronics,South,9,4527,677.34,United States,San Francisco,California,West
5/25/2022,Printer,Office,South,4,1612,240.42,United States,New York City,New York,East
10/4/2023,Printer,Office,East,2,1918,435.56,United States,New York City,New York,East
1/4/2024,Camera,Electronics,East,1,179,42.37,United States,Chicago,Illinois,Central
5/31/2024,Smartwatch,Electronics,West,3,3153,224.29,United States,Dublin,Ohio,East
4/18/2023,Tablet,Electronics,East,8,3864,855.75,United States,Philadelphia,Pennsylvania,East
5/13/2023,Printer,Office,South,5,2440,570.78,United States,San Antonio,Texas,Central
3/31/2023,Camera,Electronics,South,6,3660,675.38,United States,Oakland,California,West
8/3/2024,Smartwatch,Electronics,East,3,318,49.93,United States,San Diego,California,West
12/16/2023,Mouse,Accessories,South,3,483,63.27,United States,San Diego,California,West
8/21/2024,Headphones,Accessories,North,6,6774,960.41,United States,Suffolk,Virginia,South
1/2/2024,Monitor,Accessories,West,5,5310,806.12,United States,Madison,Wisconsin,Central
3/6/2024,Keyboard,Accessories,West,6,5154,779.43,United States,San Jose,California,West
9/19/2023,Keyboard,Accessories,East,9,6741,823.17,United States,Auburn,Washington,West
5/13/2022,Camera,Electronics,North,2,520,61.33,United States,Chicago,Illinois,Central
6/19/2024,Tablet,Electronics,East,7,1120,111.79,United States,Harrisonburg,Virginia,South
7/12/2022,Keyboard,Accessories,East,1,911,155.3,United States,Newark,Ohio,East
3/21/2022,Monitor,Accessories,South,8,1064,190.73,United States,Newark,Ohio,East
4/28/2024,Laptop,Electronics,North,7,1981,404.3,United States,Los Angeles,California,West
4/20/2022,Camera,Electronics,South,5,4280,540.47,United States,Chicago,Illinois,Central
6/25/2024,Smartwatch,Electronics,South,5,5125,268.39,United States,Chicago,Illinois,Central
12/26/2024,Monitor,Accessories,West,7,1575,313.96,United States,Redmond,Oregon,West
4/28/2024,Tablet,Electronics,East,9,9972,1868.64,United States,Redmond,Oregon,West
10/1/2022,Smartphone,Electronics,East,8,4576,900.04,United States,Muskogee,Oklahoma,Central
6/1/2024,Monitor,Accessories,South,7,6559,1141.32,United States,Monroe,North Carolina,South
7/20/2023,Tablet,Electronics,South,1,619,35.36,United States,Charlotte,North Carolina,South
6/9/2024,Headphones,Accessories,West,8,2488,151.95,United States,Bowling Green,Kentucky,South
10/29/2022,Mouse,Accessories,West,4,2536,148.85,United States,San Antonio,Texas,Central
2/3/2022,Tablet,Electronics,West,8,5416,297.5,United States,Washington,District of Columbia,East
2/13/2023,Smartwatch,Electronics,East,2,2334,158.07,United States,Los Angeles,California,West
7/28/2022,Camera,Electronics,East,9,1080,183.42,United States,New York City,New York,East
5/8/2024,Tablet,Electronics,South,4,1324,127.07,United States,Aurora,Colorado,West
7/16/2023,Camera,Electronics,West,2,2304,444.08,United States,Aurora,Colorado,West
2/21/2024,Smartphone,Electronics,East,4,4736,1026.24,United States,Henderson,Nevada,West
8/14/2023,Mouse,Accessories,West,9,2925,457.49,United States,San Francisco,California,West
1/27/2023,Laptop,Electronics,East,9,6345,1627.26,United States,San Francisco,California,West
6/13/2022,Headphones,Accessories,East,9,4221,912.84,United States,Spokane,Washington,West
12/6/2022,Headphones,Accessories,South,7,462,56.89,United States,Long Beach,New York,East
5/13/2022,Monitor,Accessories,North,7,7588,1625.55,United States,Los Angeles,California,West
12/12/2022,Keyboard,Accessories,North,6,5232,1270.64,United States,New York City,New York,East
8/1/2024,Camera,Electronics,East,8,1440,402.06,United States,San Francisco,California,West
3/31/2023,Monitor,Accessories,North,2,1026,226.4,United States,Fairfield,Ohio,East
9/21/2024,Camera,Electronics,North,7,7455,1008.42,United States,Miami,Florida,South
11/29/2023,Printer,Office,East,8,2456,404.35,United States,Springfield,Oregon,West
11/1/2022,Camera,Electronics,North,3,2859,404.56,United States,Los Angeles,California,West
1/8/2024,Keyboard,Accessories,East,1,311,50.66,United States,Oceanside,New York,East
10/28/2022,Printer,Office,East,9,1260,246.6,United States,Watertown,New York,East
1/18/2022,Keyboard,Accessories,South,1,466,102.48,United States,Lafayette,Louisiana,South
2/22/2023,Laptop,Electronics,West,3,867,58.2,United States,Lafayette,Louisiana,South
2/24/2023,Monitor,Accessories,South,6,3888,275.72,United States,San Francisco,California,West
4/12/2024,Tablet,Electronics,North,4,3032,347.2,United States,Broomfield,Colorado,West
12/22/2023,Tablet,Electronics,North,7,4704,978.81,United States,New York City,New York,East
10/27/2022,Printer,Office,West,3,3186,527.75,United States,New York City,New York,East
8/18/2024,Printer,Office,North,9,6183,359.54,United States,New York City,New York,East
10/14/2022,Smartwatch,Electronics,West,1,243,21.75,United States,Montgomery,Alabama,South
6/20/2023,Smartphone,Electronics,North,3,897,235.67,United States,Glendale,Arizona,West
12/19/2023,Headphones,Accessories,West,9,4563,675.62,United States,Brentwood,California,West
9/18/2022,Laptop,Electronics,South,4,628,156.98,United States,Springfield,Missouri,Central
12/21/2024,Monitor,Accessories,East,6,1050,172.83,United States,Houston,Texas,Central
5/16/2022,Monitor,Accessories,North,8,3032,278.85,United States,Louisville,Kentucky,South
9/27/2023,Keyboard,Accessories,West,1,920,118.24,United States,Chicago,Illinois,Central
3/2/2024,Laptop,Electronics,South,2,668,90.67,United States,Auburn,Alabama,South
5/31/2024,Mouse,Accessories,East,5,5990,1403.53,United States,Providence,Rhode Island,East
3/4/2024,Tablet,Electronics,South,9,9324,1223.9,United States,Seattle,Washington,West
4/11/2023,Keyboard,Accessories,East,8,5768,368.49,United States,Rochester,Minnesota,Central
5/1/2024,Laptop,Electronics,North,1,1123,318.09,United States,Peoria,Arizona,West
12/20/2024,Keyboard,Accessories,West,4,2336,453.04,United States,Philadelphia,Pennsylvania,East
11/22/2023,Laptop,Electronics,West,6,438,26.03,United States,Philadelphia,Pennsylvania,East
12/23/2022,Tablet,Electronics,North,6,5940,318.72,United States,Philadelphia,Pennsylvania,East
6/22/2022,Camera,Electronics,West,3,1848,549.34,United States,Richmond,Indiana,Central
3/17/2023,Keyboard,Accessories,North,3,2118,321.05,United States,Detroit,Michigan,Central
1/16/2022,Smartphone,Electronics,North,3,231,36.73,United States,Detroit,Michigan,Central
1/12/2024,Headphones,Accessories,South,6,978,182.46,United States,Los Angeles,California,West
5/22/2023,Monitor,Accessories,North,5,4960,420.98,United States,Pomona,California,West
3/9/2022,Camera,Electronics,South,3,1377,330.44,United States,Ontario,California,West
2/9/2023,Camera,Electronics,West,2,1958,227.77,United States,San Francisco,California,West
6/12/2023,Mouse,Accessories,West,7,5607,1288.04,United States,Phoenix,Arizona,West
11/24/2022,Smartwatch,Electronics,South,6,3504,980.7,United States,Wilmington,Delaware,East
11/21/2024,Mouse,Accessories,North,4,796,75.15,United States,Moorhead,Minnesota,Central
8/14/2024,Monitor,Accessories,North,1,342,37.64,United States,Tucson,Arizona,West
8/14/2024,Monitor,Accessories,South,7,6769,1549.67,United States,Redlands,California,West
